MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass
123456001,2023-01-15 08:00:21,30.518808,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:21,30.518780,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:22,30.518752,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:22,30.518725,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:23,30.518697,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:23,30.518669,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:24,30.518641,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:24,30.518614,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:25,30.518586,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:25,30.518558,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:26,30.518530,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:26,30.518503,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:27,30.518475,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:27,30.518447,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:28,30.518420,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:28,30.518392,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:29,30.518364,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:29,30.518336,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:30,30.518309,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:30,30.518281,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:31,30.518253,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:31,30.518225,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:32,30.518198,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:32,30.518170,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:33,30.518142,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:33,30.518115,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:34,30.518087,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:34,30.518059,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:35,30.518031,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:35,30.518004,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:36,30.517976,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:36,30.517948,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:37,30.517920,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:37,30.517893,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:38,30.517865,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:38,30.517837,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:39,30.517810,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:39,30.517782,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:40,30.517754,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:40,30.517726,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:41,30.517699,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:41,30.517671,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:42,30.517643,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:42,30.517615,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:43,30.517588,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:43,30.517560,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:44,30.517532,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:44,30.517504,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:45,30.517477,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:45,30.517449,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:46,30.517421,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:46,30.517394,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:47,30.517366,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:47,30.517338,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:48,30.517310,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:48,30.517283,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:49,30.517255,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:49,30.517227,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:50,30.517199,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:50,30.517172,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:51,30.517144,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:51,30.517116,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:52,30.517089,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:52,30.517061,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:53,30.517033,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:53,30.517005,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:54,30.516978,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:54,30.516950,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:55,30.516922,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:55,30.516894,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:56,30.516867,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:56,30.516839,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:57,30.516811,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:57,30.516784,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:58,30.516756,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:58,30.516728,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:59,30.516700,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:00:59,30.516673,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:00,30.516645,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:00,30.516617,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:01,30.516589,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:01,30.516562,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:02,30.516534,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:02,30.516506,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:03,30.516479,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:03,30.516451,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:04,30.516423,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:04,30.516395,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:05,30.516368,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:05,30.516340,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:06,30.516312,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:06,30.516284,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:07,30.516257,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:07,30.516229,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:08,30.516201,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:08,30.516174,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:09,30.516146,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:09,30.516118,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:10,30.516090,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:10,30.516063,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:11,30.516035,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:11,30.516007,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:12,30.515979,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:12,30.515952,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:13,30.515924,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:13,30.515896,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:14,30.515869,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:14,30.515841,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:15,30.515813,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:15,30.515785,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:16,30.515758,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:16,30.515730,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:17,30.515702,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:17,30.515674,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:18,30.515647,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:18,30.515619,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:19,30.515591,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:19,30.515564,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:20,30.515536,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:20,30.515508,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:21,30.515480,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:21,30.515453,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:22,30.515425,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:22,30.515397,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:23,30.515369,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:23,30.515342,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:24,30.515314,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:24,30.515286,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:25,30.515259,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:25,30.515231,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:26,30.515203,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:26,30.515175,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:27,30.515148,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:27,30.515120,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:28,30.515092,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:28,30.515064,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:29,30.515037,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:29,30.515009,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:30,30.514981,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:30,30.514954,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:31,30.514926,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:31,30.514898,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:32,30.514870,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:32,30.514843,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:33,30.514815,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:33,30.514787,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:34,30.514759,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:34,30.514732,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:35,30.514704,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:35,30.514676,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:36,30.514649,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:36,30.514621,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
123456001,2023-01-15 08:01:37,30.514593,121.980000,12.0,180.0,180.0,vessel_1,IMO123456001,CALL001,70,0,50,10,5,70,A
